Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Column 1,Column 2
10070,1/2/2025,Raghav Sabharwal,East,Ranchi,Sports,Tennis Racket,Tennis Racket At,5,48227,10,217022,52731,UPI,,
10071,8/31/2024,Tanya Vora,South,Bangalore,Sports,Tennis Racket,Tennis Racket Ipsa,3,2697,5,7686,387,Net Banking,,
10072,6/18/2025,Mannat Dhaliwal,East,Ranchi,Toys,RC Car,RC Car Eius,4,47678,20,152570,13720,Debit Card,,
10073,4/1/2025,Drishya Korpal,North,Chandigarh,Home Decor,Cushion,Cushion Quis,1,39545,15,33613,4294,COD,,
10074,3/14/2024,Vritika Gade,West,Pune,Toys,Puzzle,Puzzle Nesciunt,5,60787,15,258345,33334,Credit Card,,
10075,12/9/2024,Neysa Ganguly,North,Amritsar,Toys,Action Figure,Action Figure Placeat,1,26035,20,20828,2957,Net Banking,,
10076,1/17/2025,Adah Kaul,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Aut,5,41865,10,188393,36656,COD,,
10077,3/4/2025,Shalv Subramaniam,North,Lucknow,Kitchen,Cookware Set,Cookware Set Libero,4,76576,10,275674,39541,Net Banking,,
10078,4/10/2024,Chirag Hans,South,Bangalore,Electronics,Camera,Camera Nostrum,2,33749,20,53998,6955,COD,,
10079,7/5/2024,Saanvi Deshmukh,West,Pune,Kitchen,Refrigerator,Refrigerator Sequi,4,46014,15,156448,8167,UPI,,
10080,2/17/2025,Yakshit Bajwa,West,Surat,Beauty,Lipstick,Lipstick At,5,55423,10,249404,15673,Debit Card,,
10081,12/5/2023,Jayan Lall,South,Coimbatore,Furniture,Cabinet,Cabinet Nobis,5,5463,5,25949,1306,Debit Card,,
10082,12/13/2024,Kashvi Bakshi,South,Hyderabad,Sports,Yoga Mat,Yoga Mat Deserunt,1,4714,0,4714,548,COD,,
10083,6/20/2025,Myra Goda,East,Ranchi,Sports,Tennis Racket,Tennis Racket Cupiditate,4,31170,10,112212,22964,Debit Card,,
10084,7/20/2024,Jayesh Ramachandran,West,Goa,Home Decor,Vase,Vase Similique,1,8927,20,7142,1373,COD,,
10085,11/1/2024,Hazel Reddy,East,Bhubaneswar,Furniture,Cabinet,Cabinet Natus,1,16256,5,15443,1765,Credit Card,,
10086,6/2/2025,Shamik Keer,East,Guwahati,Toys,Board Game,Board Game Sequi,2,22240,0,44480,8602,UPI,,
10087,3/29/2024,Saira Trivedi,West,Goa,Groceries,Oil,Oil Modi,3,62172,0,186516,23035,Debit Card,,
10088,11/15/2023,Baiju Dube,North,Lucknow,Sports,Tennis Racket,Tennis Racket Aperiam,5,39458,5,187426,44133,COD,,
10089,12/25/2024,Ehsaan Butala,South,Thiruvananthapuram,Books,Comics,Comics Voluptatibus,4,34376,5,130629,15353,Net Banking,,
10090,2/26/2025,Bhavin Toor,West,Mumbai,Clothing,Kids Wear,Kids Wear Ipsa,4,53084,15,180486,19220,Credit Card,,
10091,6/8/2025,Romil Sawhney,East,Guwahati,Beauty,Lipstick,Lipstick Nostrum,3,60656,0,181968,26323,Debit Card,,
10092,1/29/2025,Mamooty Mannan,North,Chandigarh,Electronics,Camera,Camera Ipsa,1,73564,15,62529,13309,Credit Card,,
10093,1/11/2025,Reyansh Saraf,East,Patna,Furniture,Sofa,Sofa Quaerat,5,26060,5,123785,24340,UPI,,
10094,1/8/2025,Jayesh Madan,South,Hyderabad,Beauty,Perfume,Perfume Qui,4,72702,5,276268,35016,Debit Card,,
10095,1/12/2024,Kiaan Ranganathan,East,Patna,Electronics,Camera,Camera Temporibus,2,40818,20,65309,5824,UPI,,
10096,5/31/2024,Riya Varughese,West,Pune,Groceries,Spices,Spices Reiciendis,3,24183,0,72549,17203,Credit Card,,
10097,10/17/2024,Yasmin Warrior,East,Patna,Groceries,Oil,Oil Non,4,19526,15,66388,12867,Credit Card,,
10098,11/26/2023,Vihaan Bhalla,West,Mumbai,Books,Fiction,Fiction Nemo,5,54037,0,270185,58811,Net Banking,,
10099,2/12/2024,Eshani Sani,South,Thiruvananthapuram,Sports,Yoga Mat,Yoga Mat Optio,5,63813,0,319065,36797,Credit Card,,
10100,12/24/2023,Arnav Badami,North,Lucknow,Electronics,Mobile,Mobile Harum,3,74680,10,201636,41541,Credit Card,,
10101,6/16/2025,Umang Virk,South,Coimbatore,Clothing,Accessories,Accessories Natus,4,13189,10,47480,10986,Net Banking,,
10102,11/4/2024,Ira Soni,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Quos,4,1138,10,4097,888,Credit Card,,
10103,8/14/2025,Arnav Karpe,East,Ranchi,Furniture,Sofa,Sofa Repudiandae,5,76226,20,304904,22939,Credit Card,,
10104,2/10/2025,Hansh Kaul,West,Surat,Toys,Doll,Doll Totam,3,31343,15,79925,18762,Net Banking,,
10105,11/17/2023,Ela Srivastava,North,Lucknow,Home Decor,Lamp,Lamp Pariatur,4,61338,15,208549,40558,Net Banking,,
10106,5/19/2024,Elakshi Sachdev,West,Mumbai,Furniture,Table,Table Laudantium,1,8623,20,6898,677,Debit Card,,
10107,10/27/2024,Emir Ramanathan,South,Chennai,Sports,Dumbbells,Dumbbells Aspernatur,3,41142,5,117255,7180,Net Banking,,
10108,6/8/2024,Prisha Shenoy,South,Coimbatore,Clothing,Kids Wear,Kids Wear Architecto,5,13088,10,58896,11457,Debit Card,,
10109,9/7/2024,Parinaaz Luthra,North,Jaipur,Furniture,Bed,Bed Officiis,1,44965,10,40469,3618,Debit Card,,
10110,1/5/2025,Aarna Bandi,West,Goa,Toys,RC Car,RC Car Incidunt,4,28822,10,103759,25442,Net Banking,,
10111,10/22/2024,Rasha Bansal,North,Amritsar,Electronics,Camera,Camera Dignissimos,2,30299,10,54538,10555,Credit Card,,
10112,4/12/2024,Alisha Amble,North,Chandigarh,Kitchen,Microwave,Microwave Vero,2,44595,20,71352,5019,Net Banking,,
10113,10/4/2023,Aniruddh Ratti,South,Coimbatore,Furniture,Table,Table Repudiandae,3,32301,20,77522,10882,Net Banking,,
10114,11/30/2023,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,3,78217,0,234651,18949,COD,,
10115,11/23/2024,Farhan Sarkar,South,Chennai,Toys,Board Game,Board Game Earum,5,19154,15,81405,8268,COD,,
10116,5/15/2025,Aniruddh Kothari,West,Pune,Kitchen,Juicer,Juicer In,4,25790,20,82528,4856,Debit Card,,
10117,5/10/2024,Samar Kumar,East,Kolkata,Beauty,Lipstick,Lipstick Soluta,3,78010,10,210627,20117,UPI,,
10118,1/30/2025,Ishaan Golla,East,Ranchi,Kitchen,Microwave,Microwave Aperiam,4,8753,5,33261,4190,UPI,,
10119,9/26/2024,Aniruddh Wagle,West,Surat,Kitchen,Microwave,Microwave Reiciendis,5,49477,20,197908,38221,Credit Card,,
10120,1/10/2025,Nishith Tara,South,Coimbatore,Sports,Yoga Mat,Yoga Mat Vel,1,54160,15,46036,9506,COD,,
10121,5/16/2025,Yakshit Bakshi,South,Thiruvananthapuram,Sports,Football,Football Eum,2,58592,5,111325,9680,Debit Card,,
10122,4/25/2025,Navya Amble,South,Hyderabad,Electronics,Laptop,Laptop Amet,1,6284,0,6284,888,Debit Card,,
10123,6/23/2025,Heer Lata,North,Delhi,Groceries,Spices,Spices Non,4,79276,20,253683,28532,UPI,,
10124,12/2/2024,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,3,22072,20,52973,2833,Net Banking,,
10125,11/22/2024,Divyansh Kale,North,Lucknow,Kitchen,Juicer,Juicer Deleniti,1,61175,15,51999,10750,Debit Card,,
10126,6/3/2024,Raunak Raj,East,Patna,Books,Fiction,Fiction Necessitatibus,3,53034,15,135237,16864,Net Banking,,
10127,2/9/2025,Mehul Magar,North,Lucknow,Groceries,Oil,Oil Laboriosam,3,20304,10,54821,8867,UPI,,
10128,11/12/2024,Gatik Sharma,West,Ahmedabad,Home Decor,Cushion,Cushion Id,3,19607,0,58821,9062,UPI,,
10129,7/31/2025,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,1,26827,10,24144,4041,Credit Card,,
10130,3/7/2024,Kavya Varty,South,Bangalore,Groceries,Spices,Spices Error,5,31262,15,132864,12796,Credit Card,,
10131,7/3/2024,Ishaan Walia,South,Hyderabad,Electronics,Headphones,Headphones Id,4,61765,5,234707,30160,Net Banking,,
10132,8/22/2024,Oorja Sur,East,Patna,Clothing,Women's Wear,Women's Wear Ipsa,4,2962,20,9478,583,Credit Card,,
10133,8/1/2024,Dharmajan Lall,East,Kolkata,Toys,Puzzle,Puzzle Placeat,3,17679,15,45081,2374,UPI,,
10134,1/23/2024,Shanaya Kala,North,Chandigarh,Furniture,Sofa,Sofa Nulla,1,79310,15,67414,6656,UPI,,
10135,8/6/2024,Rati Goel,South,Chennai,Electronics,Camera,Camera Culpa,4,33270,5,126426,12468,Debit Card,,
10136,3/24/2024,Ivan Sarna,West,Mumbai,Toys,Doll,Doll Adipisci,3,35928,5,102395,10208,Debit Card,,
10137,3/26/2025,Akarsh Hayre,East,Kolkata,Toys,Board Game,Board Game Animi,1,62438,5,59316,4811,UPI,,
10138,10/18/2024,Hrishita Bajaj,West,Surat,Furniture,Bed,Bed Accusantium,4,41162,0,164648,22384,Debit Card,,
10139,1/15/2025,Prerak Shere,East,Guwahati,Electronics,Mobile,Mobile Aspernatur,4,78576,5,298589,66122,Credit Card,,
10140,8/13/2025,Kartik Seth,East,Patna,Books,Non-Fiction,Non-Fiction Quae,3,38456,5,109600,26199,Debit Card,,
10141,9/29/2024,Riya Brahmbhatt,South,Hyderabad,Clothing,Kids Wear,Kids Wear Tempora,1,51518,10,46366,11129,UPI,,
10142,12/5/2023,Yuvraj  Bhardwaj,North,Delhi,Electronics,Mobile,Mobile Ea,3,25964,0,77892,7595,COD,,
10143,4/20/2024,Shamik Buch,East,Patna,Furniture,Cabinet,Cabinet Voluptatum,5,38240,5,181640,26909,Debit Card,,
10144,4/2/2024,Divij Dara,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Asperiores,2,40778,0,81556,19815,COD,,
10145,8/14/2024,Jivin Hans,East,Bhubaneswar,Sports,Football,Football Dolores,5,22147,5,105198,7812,UPI,,
10146,11/13/2024,Vaibhav Rattan,South,Chennai,Furniture,Table,Table Tenetur,1,48776,15,41460,9356,UPI,,
10147,1/1/2024,Nayantara Kalita,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Eum,2,74802,15,127163,8864,Net Banking,,
10148,1/14/2024,Shaan Sehgal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Porro,1,77440,20,61952,5189,UPI,,
10149,6/14/2024,Dhruv Garg,East,Ranchi,Kitchen,Juicer,Juicer Reiciendis,1,42881,5,40737,3037,Net Banking,,
10150,3/4/2024,Kavya Lanka,West,Surat,Books,Non-Fiction,Non-Fiction Commodi,4,11205,10,40338,6760,UPI,,
10151,8/24/2025,Fateh Tripathi,North,Jaipur,Toys,Puzzle,Puzzle Repellendus,4,67259,5,255584,24050,UPI,,
10152,8/25/2025,Manikya Bhattacharyya,South,Coimbatore,Groceries,Spices,Spices Suscipit,3,21886,10,59092,14240,Net Banking,,
10153,7/11/2025,Tiya Mani,North,Jaipur,Kitchen,Microwave,Microwave Officiis,3,8844,0,26532,3837,UPI,,
10154,12/29/2023,Vihaan Loyal,West,Goa,Kitchen,Cookware Set,Cookware Set Quo,3,32484,5,92579,14376,COD,,
10155,12/12/2023,Ritvik Vyas,North,Jaipur,Home Decor,Clock,Clock Itaque,2,26027,5,49451,8546,UPI,,
10156,12/22/2024,Ivana Hegde,West,Surat,Beauty,Foundation,Foundation Nihil,4,43826,5,166539,17273,Credit Card,,
10157,4/7/2024,Vardaniya Ramaswamy,East,Patna,Toys,Action Figure,Action Figure Enim,1,39221,15,33338,2238,Debit Card,,
10158,2/3/2025,Ela Chakraborty,North,Lucknow,Toys,RC Car,RC Car In,1,54312,0,54312,10936,Net Banking,,
10159,6/21/2025,Taimur Tara,East,Ranchi,Clothing,Kids Wear,Kids Wear Aliquid,1,15748,0,15748,2755,COD,,
10160,7/31/2024,Hrishita Chanda,West,Pune,Electronics,Headphones,Headphones Labore,2,68044,10,122479,10610,COD,,
10161,9/26/2025,Myra Handa,West,Pune,Home Decor,Clock,Clock Officia,5,8465,0,42325,8054,COD,,
10162,7/22/2024,Anvi Mammen,East,Patna,Furniture,Sofa,Sofa Dolor,1,63767,20,51014,4109,COD,,
10163,9/14/2024,Shamik Walla,East,Patna,Books,Biography,Biography Mollitia,5,43178,0,215890,19440,Credit Card,,
10164,6/21/2024,Inaaya  Tandon,South,Hyderabad,Kitchen,Juicer,Juicer Possimus,5,44801,15,190404,16508,UPI,,
10165,8/21/2025,Shayak Sekhon,North,Amritsar,Home Decor,Cushion,Cushion Quasi,4,71174,5,270461,51178,Credit Card,,
10166,9/18/2025,Mehul Wable,West,Surat,Books,Comics,Comics Ad,2,56852,5,108019,15879,Debit Card,,
10167,4/1/2025,Raghav Samra,West,Pune,Furniture,Table,Table Expedita,3,8167,15,20826,3866,Net Banking,,
10168,4/7/2024,Kiara Saha,West,Goa,Sports,Dumbbells,Dumbbells Voluptatem,2,59433,10,106979,24847,Credit Card,,
10169,3/21/2024,Yasmin Kamdar,South,Bangalore,Groceries,Wheat,Wheat Beatae,3,42341,0,127023,22888,COD,,
10170,7/28/2025,Inaaya  Walla,North,Lucknow,Sports,Tennis Racket,Tennis Racket Doloremque,5,23230,10,104535,22068,Debit Card,,
10171,6/29/2024,Saira Kapoor,East,Guwahati,Sports,Football,Football Nesciunt,3,39790,0,119370,25753,Debit Card,,
10172,10/29/2024,Uthkarsh Grewal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Officia,3,15794,15,40275,4036,Net Banking,,
10173,1/16/2025,Amira Chakraborty,South,Hyderabad,Clothing,Men's Wear,Men's Wear Quos,1,10635,0,10635,1959,UPI,,
10174,4/16/2025,Nakul Srivastava,East,Patna,Toys,Action Figure,Action Figure Dolor,1,64954,10,58459,6815,COD,,
10175,9/28/2024,Saanvi Vasa,East,Guwahati,Furniture,Bed,Bed Eius,1,47269,20,37815,3813,Net Banking,,
10176,12/23/2023,Ritvik Agarwal,North,Jaipur,Beauty,Face Cream,Face Cream Id,5,21181,15,90019,4562,Credit Card,,
10177,6/17/2024,Yasmin Sachdeva,North,Jaipur,Electronics,Camera,Camera At,2,40371,0,80742,17592,Debit Card,,
10178,11/13/2024,Sara Chaudry,West,Ahmedabad,Toys,Board Game,Board Game Ab,5,18936,10,85212,9790,Debit Card,,
10179,10/21/2024,Aarush Vig,East,Kolkata,Furniture,Cabinet,Cabinet A,1,44366,20,35493,8736,UPI,,
10180,3/25/2025,Drishya Dasgupta,West,Mumbai,Books,Biography,Biography Deserunt,1,54330,0,54330,8922,UPI,,
10181,8/3/2024,Jayan Sidhu,South,Chennai,Groceries,Oil,Oil In,4,27952,20,89446,11673,COD,,
10182,8/2/2024,Jivin Kaul,South,Thiruvananthapuram,Clothing,Accessories,Accessories Culpa,5,10007,0,50035,11418,UPI,,
10183,12/2/2023,Aaina Lalla,East,Ranchi,Home Decor,Lamp,Lamp Exercitationem,2,8172,0,16344,3724,Net Banking,,
10184,2/27/2025,Aayush Setty,East,Bhubaneswar,Electronics,Mobile,Mobile Magnam,5,27145,10,122153,24218,Credit Card,,
10185,10/9/2024,Jivin Cheema,South,Bangalore,Beauty,Perfume,Perfume Neque,4,73974,0,295896,36664,Net Banking,,
10186,4/20/2025,Ritvik Shah,North,Lucknow,Sports,Cricket Bat,Cricket Bat Delectus,4,36775,5,139745,17302,Net Banking,,
10187,8/3/2024,Samiha Halder,South,Hyderabad,Kitchen,Cookware Set,Cookware Set Minima,2,8566,15,14562,2893,Credit Card,,
10188,6/23/2024,Emir Subramaniam,South,Coimbatore,Toys,Puzzle,Puzzle Nulla,2,10036,0,20072,2542,Net Banking,,
10189,12/4/2023,Lakshay Kari,North,Chandigarh,Furniture,Chair,Chair Veniam,4,33969,10,122288,16650,UPI,,
10190,10/19/2023,Navya Vora,East,Ranchi,Clothing,Shoes,Shoes Dolores,2,29047,20,46475,7881,Debit Card,,
10191,8/22/2024,Prerak Chakrabarti,East,Patna,Home Decor,Wall Art,Wall Art Quidem,4,15118,15,51401,2930,Net Banking,,
10192,5/14/2025,Vedika Sane,East,Bhubaneswar,Sports,Football,Football Architecto,4,24282,10,87415,6314,Debit Card,,
10193,10/10/2023,Khushi Chada,South,Thiruvananthapuram,Books,Non-Fiction,Non-Fiction Aliquid,1,57488,20,45990,10796,Debit Card,,
10194,8/16/2024,Mehul Lala,West,Surat,Kitchen,Refrigerator,Refrigerator Quibusdam,1,68404,5,64984,10470,COD,,
10195,1/2/2025,Lagan Walla,North,Delhi,Furniture,Sofa,Sofa Voluptas,4,27157,15,92334,8407,Net Banking,,
10196,8/24/2024,Manikya Wali,West,Ahmedabad,Sports,Yoga Mat,Yoga Mat Nam,1,13561,0,13561,1297,Debit Card,,
10197,4/17/2024,Hunar Sastry,West,Mumbai,Furniture,Table,Table Iusto,4,72077,10,259477,34177,Debit Card,,
10198,1/22/2024,Tarini Talwar,West,Ahmedabad,Clothing,Accessories,Accessories Aspernatur,3,40130,5,114371,17661,Net Banking,,
10199,6/20/2024,Dharmajan Sampath,West,Surat,Furniture,Sofa,Sofa Dolorum,2,48439,10,87190,19168,Net Banking,,
10200,10/30/2024,Yakshit Tank,North,Delhi,Beauty,Face Cream,Face Cream Necessitatibus,5,50870,20,203480,18437,COD,,
10201,7/11/2024,Nishith Bora,West,Goa,Clothing,Men's Wear,Men's Wear Quia,1,73982,15,62885,6713,Debit Card,,
10202,5/3/2024,Riya Thaker,East,Bhubaneswar,Toys,Board Game,Board Game Ipsa,4,27226,20,87123,7321,Debit Card,,
10203,2/10/2024,Baiju Barman,North,Jaipur,Toys,Doll,Doll Soluta,2,39988,5,75977,11787,COD,,
10204,9/6/2025,Damini Kohli,West,Surat,Sports,Dumbbells,Dumbbells Unde,4,65084,10,234302,21939,UPI,,
10205,5/16/2025,Hansh Bali,East,Guwahati,Groceries,Rice,Rice Odit,2,32591,5,61923,11144,UPI,,
10206,1/15/2025,Stuvan Arora,West,Mumbai,Clothing,Kids Wear,Kids Wear Sed,3,19535,10,52745,5397,Debit Card,,
10207,5/13/2024,Devansh Bhatti,West,Mumbai,Books,Non-Fiction,Non-Fiction Occaecati,4,22065,10,79434,9293,Debit Card,,
